id,sentence,type
jp_420,the prosecutionrsquos responses are classified at this stage but the prosecution apparently acknowledges having used an undercover informant and would say this is a standard approved tactic and that no illegal pressure was applied,pro-palestinian
jp_420,regarding the border crossing the prosecution would respond that el halabi was a clever operator and sometimes used different organizations or names to move materials while using world vision as his main laundering tool,pro-palestinian
jp_420,last march khalil el halabi told the post mohammad el halabi had ldquobrought conclusive evidence and testimonies of the employees of the organization and internal and external international auditors as well as contractors and even farmers who all testified that there was no diversion of any funds from the activities of the organization,pro-palestinian
jp_420,"rdquo
according to khalil el halabi the defense has called three expert witnesses likely relating to finance or auditing as well as employees of world vision contractors and farmers involved with how the ngorsquos funds were spent",pro-palestinian
jp_420,further the prosecution has said even though the public has not seen the full evidence the defense has,pro-israeli
jp_420,both sides accuse the other of unconscionable delays relating to fighting over how the trial would take place what evidence the defense would get to see and the possibility in the earlier years of reaching a plea deal,pro-palestinian
jp_421,miyazakirsquos unique work is imaginative and filled with beautiful imagery but his stories also have great emotional depth usually from the point of view of children that transport viewers into dreamlike worlds,pro-palestinian
jp_421,most of his movies are suitable for children although some feature nightmarish scenarios that will be too intense for younger kids,pro-palestinian
jp_421,the tribute features his latest movie the boy and the heron about a boy drawn into a strange underworld in the aftermath of his motherrsquos death during world war ii and which i would not recommend for children under 10,pro-palestinian
jp_421,nbspbut the movie which won the oscar this year for best animated feature is worth seeing for older children and adults especially because miyazaki now in his 80s has said it will be his last film,pro-israeli
jp_421,some of the movies that would be better for young children include kikirsquos delivery service about a young witch who uses her talent for riding a broomstick to make friends my neighbor totoro the story of children who discover a world of enchanted forest creatures after their mother is hospitalized and ponyo about a combination fish and girl who befriends a human child after she is washed ashore,pro-palestinian
jp_421,for the full program go to the websites of the jerusalem cinematheque httpwww,pro-israeli
jp_421,il and the tel aviv cinematheque cinema,pro-israeli
jp_422,they walked around a city that easily looks united and whose redivision seems unrealistic and unfeasible,pro-palestinian
jp_422,that is the essence of jerusalem,pro-israeli
jp_422,it is a city of communities but it is a united city,pro-palestinian
jp_422,what makes it united,pro-palestinian
jp_422,"nbsp
ldquowhether people admit it or not whether the detractors can still point fingers at the divided city ndash in essence in the daytoday experience for most peoplerdquo the city is integrated physically logistically and relationally she said",pro-israeli
jp_422,"nbsp
ldquowe had a hostile community with little leadership manipulated by the palestinian leadership in ramallah",pro-palestinian
jp_422,it was a difficult time but we came together as a city and that is the measure of how far we have comerdquo she said,pro-israeli
jp_422,"nbsp
ldquothe dna of jerusalem is one of diversityrdquo she said as she explained that king david chose this space to build this city 3000 years ago because it did not belong to any one tribe and thus it could be a place where everyone could gather together",pro-israeli
jp_422,"nbsp
but ldquowhen you look deeper into the situation you see that the city is actually divided in many aspects and each one portrays a picture of two very unequal societies in which one controls the otherrdquo oppenheimer added",pro-palestinian
jp_422,"nbsp
nbsp
ldquoone side has all the resources and is very dedicated to expressing its hegemonyrdquo and the other side lacks those resources she said",pro-israeli
